trade_id,timestamp,arbitrage_type,net_profit_per_share,trade_size,total_net_profit,fees_paid,market_a,platform_a,side_a,avg_price_a,market_b,platform_b,side_b,avg_price_b,,,,volume,net_profit_per_share,
139,2025-07-06T01:26:01.745142+00:00,same_outcome,0.0026,823.82,2.11,14.37,Houston vs Los Angeles (HOU),Polymarket,BUY,0.51,Houston vs Los Angeles (HOU),Kalshi,SELL,0.53,,,,105796.34,0.0026,1.0579634
235,2025-07-06T01:41:17.736306+00:00,same_outcome,0.0026,175.48,0.45,1.58,Houston vs Los Angeles (HOU),Kalshi,BUY,0.8484,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,105971.82,0.0026,1.0597182
71,2025-07-06T00:51:19.069274+00:00,same_outcome,0.0025,20,0.05,0.35,Houston vs Los Angeles (LAD),Kalshi,BUY,0.47,Houston vs Los Angeles (LAD),Polymarket,SELL,0.49,,,,105991.82,0.0025,1.0599182
73,2025-07-06T00:54:41.760968+00:00,same_outcome,0.0025,84,0.21,1.47,Houston vs Los Angeles (LAD),Kalshi,BUY,0.48,Houston vs Los Angeles (LAD),Polymarket,SELL,0.5,,,,106075.82,0.0025,1.0607582
74,2025-07-06T00:54:41.880624+00:00,same_outcome,0.0025,149,0.37,2.61,Houston vs Los Angeles (LAD),Kalshi,BUY,0.48,Houston vs Los Angeles (LAD),Polymarket,SELL,0.5,,,,106224.82,0.0025,1.0622482
90,2025-07-06T01:15:43.275666+00:00,same_outcome,0.0025,173.49,0.43,3.04,Chicago vs Colorado (CWS),Polymarket,BUY,0.5,Chicago vs Colorado (CWS),Kalshi,SELL,0.52,,,,106398.31,0.0025,1.0639831
92,2025-07-06T01:15:45.717205+00:00,same_outcome,0.0025,167.05,0.42,2.92,Chicago vs Colorado (CWS),Polymarket,BUY,0.5,Chicago vs Colorado (CWS),Kalshi,SELL,0.52,,,,106565.36,0.0025,1.0656536
93,2025-07-06T01:15:47.757154+00:00,same_outcome,0.0025,151.05,0.38,2.64,Chicago vs Colorado (CWS),Polymarket,BUY,0.5,Chicago vs Colorado (CWS),Kalshi,SELL,0.52,,,,106716.41,0.0025,1.0671641
125,2025-07-06T01:25:36.146794+00:00,same_outcome,0.0025,12,0.03,0.21,Houston vs Los Angeles (LAD),Polymarket,BUY,0.41,Houston vs Los Angeles (LAD),Kalshi,SELL,0.43,,,,106728.41,0.0025,1.0672841
165,2025-07-06T01:31:56.785251+00:00,same_outcome,0.0025,99,0.25,1.73,Chicago vs Colorado (CWS),Kalshi,BUY,0.47,Chicago vs Colorado (CWS),Polymarket,SELL,0.49,,,,106827.41,0.0025,1.0682741
166,2025-07-06T01:31:57.606924+00:00,same_outcome,0.0025,150,0.38,2.62,Chicago vs Colorado (CWS),Kalshi,BUY,0.47,Chicago vs Colorado (CWS),Polymarket,SELL,0.49,,,,106977.41,0.0025,1.0697741
296,2025-07-06T02:02:14.333595+00:00,same_outcome,0.0024,32.93,0.08,0.58,Texas vs San Diego (SD),Polymarket,BUY,0.43,Texas vs San Diego (SD),Kalshi,SELL,0.45,,,,107010.34,0.0024,1.0701034
72,2025-07-06T00:54:03.001179+00:00,same_outcome,0.0023,22,0.05,0.39,Houston vs Los Angeles (HOU),Polymarket,BUY,0.49,Houston vs Los Angeles (HOU),Kalshi,SELL,0.51,,,,107032.34,0.0023,1.0703234
105,2025-07-06T01:20:10.678294+00:00,same_outcome,0.0023,13,0.03,0.23,Chicago vs Colorado (CWS),Kalshi,BUY,0.55,Chicago vs Colorado (CWS),Polymarket,SELL,0.57,,,,107045.34,0.0023,1.0704534
259,2025-07-06T01:43:29.730765+00:00,same_outcome,0.0021,1410,3.02,11.93,Houston vs Los Angeles (LAD),Polymarket,BUY,0.13,Houston vs Los Angeles (LAD),Kalshi,SELL,0.1406,,,,108455.34,0.0021,1.0845534
3,2025-07-06T00:20:29.563614+00:00,same_outcome,0.002,5,0.01,0.09,Detroit vs Cleveland (DET),Kalshi,BUY,0.62,Detroit vs Cleveland (DET),Polymarket,SELL,0.64,,,,108460.34,0.002,1.0846034
87,2025-07-06T01:10:56.771653+00:00,same_outcome,0.002,5,0.01,0.09,Houston vs Los Angeles (HOU),Polymarket,BUY,0.58,Houston vs Los Angeles (HOU),Kalshi,SELL,0.6,,,,108465.34,0.002,1.0846534
91,2025-07-06T01:15:44.575907+00:00,same_outcome,0.002,10,0.02,0.18,Chicago vs Colorado (CWS),Polymarket,BUY,0.51,Chicago vs Colorado (CWS),Kalshi,SELL,0.53,,,,108475.34,0.002,1.0847534
95,2025-07-06T01:16:40.071285+00:00,same_outcome,0.002,5,0.01,0.09,Chicago vs Colorado (COL),Kalshi,BUY,0.41,Chicago vs Colorado (COL),Polymarket,SELL,0.43,,,,108480.34,0.002,1.0848034
97,2025-07-06T01:16:40.131995+00:00,same_outcome,0.002,5,0.01,0.09,Chicago vs Colorado (CWS),Polymarket,BUY,0.57,Chicago vs Colorado (CWS),Kalshi,SELL,0.59,,,,108485.34,0.002,1.0848534
101,2025-07-06T01:16:42.786488+00:00,same_outcome,0.002,5,0.01,0.09,Chicago vs Colorado (COL),Kalshi,BUY,0.41,Chicago vs Colorado (COL),Polymarket,SELL,0.43,,,,108490.34,0.002,1.0849034
103,2025-07-06T01:16:42.911523+00:00,same_outcome,0.002,5,0.01,0.09,Chicago vs Colorado (CWS),Polymarket,BUY,0.57,Chicago vs Colorado (CWS),Kalshi,SELL,0.59,,,,108495.34,0.002,1.0849534
104,2025-07-06T01:16:42.912201+00:00,same_outcome,0.002,5,0.01,0.09,Chicago vs Colorado (COL),Kalshi,BUY,0.41,Chicago vs Colorado (COL),Polymarket,SELL,0.43,,,,108500.34,0.002,1.0850034
163,2025-07-06T01:31:26.010329+00:00,same_outcome,0.002,10,0.02,0.18,Chicago vs Colorado (CWS),Kalshi,BUY,0.45,Chicago vs Colorado (CWS),Polymarket,SELL,0.47,,,,108510.34,0.002,1.0851034
251,2025-07-06T01:42:21.532748+00:00,same_outcome,0.002,5,0.01,0.09,Texas vs San Diego (SD),Polymarket,BUY,0.52,Texas vs San Diego (SD),Kalshi,SELL,0.54,,,,108515.34,0.002,1.0851534
253,2025-07-06T01:42:26.374855+00:00,same_outcome,0.002,15,0.03,0.27,Texas vs San Diego (SD),Polymarket,BUY,0.52,Texas vs San Diego (SD),Kalshi,SELL,0.54,,,,108530.34,0.002,1.0853034
149,2025-07-06T01:26:27.848786+00:00,same_outcome,0.0018,11,0.02,0.2,Chicago vs Colorado (COL),Polymarket,BUY,0.52,Chicago vs Colorado (COL),Kalshi,SELL,0.54,,,,108541.34,0.0018,1.0854134
236,2025-07-06T01:41:17.736306+00:00,same_outcome,0.0011,28,0.03,0.25,Houston vs Los Angeles (HOU),Kalshi,BUY,0.85,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,108569.34,0.0011,1.0856934
240,2025-07-06T01:41:18.582259+00:00,same_outcome,0.001,10,0.01,0.09,Houston vs Los Angeles (HOU),Kalshi,BUY,0.85,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,108579.34,0.001,1.0857934
241,2025-07-06T01:41:18.582259+00:00,same_outcome,0.001,10,0.01,0.09,Houston vs Los Angeles (HOU),Kalshi,BUY,0.85,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,108589.34,0.001,1.0858934
246,2025-07-06T01:41:19.295845+00:00,same_outcome,0.001,100,0.1,0.9,Houston vs Los Angeles (HOU),Kalshi,BUY,0.85,Houston vs Los Angeles (HOU),Polymarket,SELL,0.86,,,,108689.34,0.001,1.0868934
8,2025-07-06T00:25:17.209291+00:00,same_outcome,0,1,0,0.02,Detroit vs Cleveland (CLE),Polymarket,BUY,0.37,Detroit vs Cleveland (CLE),Kalshi,SELL,0.39,,,,,,
70,2025-07-06T00:46:04.288585+00:00,same_outcome,0,1,0,0.02,Houston vs Los Angeles (HOU),Polymarket,BUY,0.51,Houston vs Los Angeles (HOU),Kalshi,SELL,0.53,,,,,,
88,2025-07-06T01:14:26.361837+00:00,same_outcome,0,1,0,0.02,Houston vs Los Angeles (LAD),Polymarket,BUY,0.38,Houston vs Los Angeles (LAD),Kalshi,SELL,0.4,,,,,,
106,2025-07-06T01:20:12.082725+00:00,same_outcome,0,1,0,0.02,Chicago vs Colorado (COL),Polymarket,BUY,0.43,Chicago vs Colorado (COL),Kalshi,SELL,0.45,,,,,,
123,2025-07-06T01:25:28.727776+00:00,same_outcome,0,1,0,0.02,Houston vs Los Angeles (LAD),Polymarket,BUY,0.41,Houston vs Los Angeles (LAD),Kalshi,SELL,0.43,,,,,,
167,2025-07-06T01:32:05.245368+00:00,same_outcome,0,3,0,0.06,Chicago vs Colorado (CWS),Kalshi,BUY,0.47,Chicago vs Colorado (CWS),Polymarket,SELL,0.49,,,,,,
279,2025-07-06T01:46:21.810614+00:00,same_outcome,0,1,0,0.02,Houston vs Los Angeles (LAD),Polymarket,BUY,0.25,Houston vs Los Angeles (LAD),Kalshi,SELL,0.27,,,,,,
395,2025-07-06T02:15:35.066422+00:00,same_outcome,0,1,0,0.02,San Francisco vs Oakland (SF),Polymarket,BUY,0.61,San Francisco vs Oakland (SF),Kalshi,SELL,0.63,,,,,,
491,2025-07-06T03:07:55.811184+00:00,same_outcome,0,1,0,0.02,Chicago vs Colorado (COL),Kalshi,BUY,0.18,Chicago vs Colorado (COL),Polymarket,SELL,0.2,,,,,,
